Energy Grid,Fitness_1,Fitness_2,N_Groups
"(6, 9, 67, 89, 122)",0.3091403080434314,0.4981731482483457,5.0
"(6, 9, 52, 89, 122)",0.3293493654082249,0.4436863544917313,5.0
"(6, 9, 19, 89, 124)",0.3480773329118495,0.11235200793949107,5.0
"(6, 9, 26, 89, 122)",0.34188314993642654,0.2121057871410652,5.0
"(6, 9, 46, 89, 122)",0.33356070822722517,0.4116416875721587,5.0
"(6, 9, 77, 89, 122)",0.26935275488597354,0.5202124625773794,5.0
"(6, 9, 24, 89, 122)",0.34243742603184424,0.17297155513968954,5.0
"(6, 9, 72, 89, 122)",0.29484125131370864,0.5111593021404282,5.0
"(6, 9, 88, 89, 124)",0.16302352763793626,0.5372810964248249,5.0
"(6, 9, 89, 124)",0.35012551610638976,0.5388872069104835,4.0
